index,Medio_Desordenados,Poco_Desordenados,Muy_Desordenados
56637,55915,32563,60021
56638,36298,50551,74067
56639,3926,50552,40428
56640,38688,68598,51836
56641,51866,82768,54220
56642,200383,38303,68451
56643,204377,50554,79492
56644,9413,17367,40173
56645,71181,50555,204263
56646,25407,50555,46023
56647,54271,70790,58622
56648,66427,9691,62827
56649,78460,74810,34455
56650,58086,50557,203668
56651,51587,44778,12084
56652,54204,50558,198832
56653,29811,10518,23198
56654,46165,48524,49270
56655,1935,50560,68841
56656,66975,50560,24447
56657,1971,39056,201188
56658,199494,204181,61180
56659,49409,18672,36856
56660,32012,68558,47281
56661,56210,202819,10155
56662,61859,1900,77561
56663,66041,50564,63067
56664,41962,50564,25984
56665,68335,51789,41447
56666,5023,39841,39313
56667,44231,29561,69087
56668,24815,50566,69741
56669,51321,202502,8474
56670,47470,202053,34195
56671,78534,50568,30567
56672,203743,40538,66643
56673,2683,199620,65993
56674,2097,25505,55591
56675,63052,38214,47407
56676,59357,3907,68179
56677,51665,62147,10651
56678,40114,57796,42288
56679,203682,50572,59248
56680,56112,50572,34986
56681,62801,24218,4513
56682,47946,50573,204204
56683,69364,200632,49172
56684,69993,58501,200951
56685,47300,872,43375
56686,50981,201429,43827
56687,81298,50577,54471
56688,43878,52255,8510
56689,59020,45595,33838
56690,17115,35959,32092
56691,47397,43730,5176
56692,41405,50579,4901
56693,7371,50580,204761
56694,1738,201386,42194
56695,201011,61238,69963
56696,60069,46071,12216
56697,41767,200987,47467
56698,22087,49995,9479
56699,80480,8365,51192
56700,36400,50583,80052
56701,394,5329,10305
56702,38258,4046,33512
56703,38132,44107,45219
56704,55482,50585,35498
56705,57637,50586,204649
56706,57371,50617,60929
56707,8171,49253,48503
56708,10110,50587,2160
56709,67776,199190,7331
56710,63289,521,39630
56711,67093,50589,70169
56712,65821,44634,61132
56713,21987,3242,54887
56714,1911,50590,56526
56715,39792,68074,191
56716,38929,25738,47624
56717,57788,50592,201295
56718,66395,204982,47221
56719,44480,50593,46396
56720,69756,55461,49552
56721,202311,5430,36639
56722,46071,65526,202884
56723,9894,50595,199986
56724,4251,56918,201187
56725,46541,203880,3392
56726,55337,50596,199500
56727,9159,50597,44523
56728,39029,35927,3312
56729,10219,50598,59171
56730,63145,44470,66812
56731,46137,5296,11770
56732,61189,27540,6210
56733,47570,40023,61459
56734,200665,50600,43822
56735,62175,76491,17052
56736,47818,50601,199098
56737,39387,5525,62835
56738,57672,12156,63100
56739,34126,199437,51098
56740,16474,10137,203519
56741,59030,50604,204544
56742,205274,43655,66728
56743,5479,204309,70936
56744,32763,41225,41243
56745,4324,50607,2809
56746,221,50607,204420
56747,7232,9604,362
56748,5015,50608,199208
56749,63099,11325,3073
56750,61805,57498,69032
56751,50712,50611,199075
56752,21061,41362,20734
56753,9261,47274,49896
56754,61926,50612,72853
56755,67527,48033,52067
56756,35600,69340,74449
56757,46214,78201,39000
56758,5700,50616,38913
56759,57052,50586,56919
56760,62507,77823,59675
56761,8952,50618,45728
56762,38562,4320,32614
56763,54296,49961,38821
56764,36258,43791,45458
56765,49931,204156,5660
56766,55992,70483,18953
56767,81222,36444,63220
56768,16660,5371,21870
56769,56815,35656,11073
56770,60121,50623,34947
56771,36130,51622,67067
56772,26890,50624,6817
56773,68009,50625,44140
56774,69980,50625,984
56775,41145,8338,24789
56776,47125,44192,57646
56777,66434,33023,8947
56778,51698,205158,57082
56779,60492,66722,40892
56780,25926,50628,42105
56781,204490,50629,4897
56782,203565,28100,19302
56783,51388,51367,45395
56784,199104,39350,60901
56785,70392,38322,61170
56786,41603,50631,8759
56787,41507,77673,51765
56788,60131,50632,39316
56789,204510,50633,48042
56790,16613,50633,45715
56791,54946,27356,3739
56792,199192,2166,46119
56793,48681,38580,58362
56794,80256,50635,56544
56795,204974,50636,61835
56796,61377,60260,36410
56797,54112,204364,44850
56798,8941,202409,3971
56799,2966,1163,1216
56800,70453,10222,10660
56801,66949,59862,25738
56802,52059,50639,55687
56803,17582,9184,49403
56804,4295,36149,36073
56805,32721,50641,203071
56806,29742,50641,50723
56807,83057,4578,199837
56808,49941,50642,67477
56809,198942,24454,70176
56810,46163,204998,50187
56811,34147,17048,56386
56812,538,1972,35426
56813,39049,29765,27581
56814,25314,50645,58547
56815,44985,4382,1887
56816,36244,60402,45089
56817,50565,204222,352
56818,45925,50647,32580
56819,71179,201268,46913
56820,6912,50649,32110
56821,59850,50650,68591
56822,33979,50650,202429
56823,9498,50651,47756
56824,38933,50651,68741
56825,18195,50652,77267
56826,36551,50652,60599
56827,61966,45341,40668
56828,78151,60951,6418
56829,74063,50654,2972
56830,201530,56880,62612
56831,2119,50655,42132
56832,52143,920,1957
56833,9924,67108,60443
56834,82825,50656,8489
56835,52058,50657,23702
56836,48641,36535,8242
56837,200135,81176,81148
56838,77773,47966,33125
56839,39935,50659,38231
56840,10251,199310,69271
56841,18938,50661,58230
56842,38148,6698,3377
56843,25696,51772,48062
56844,46838,33823,52185
56845,3613,50663,50664
56846,55054,50663,61474
56847,27103,50664,70716
56848,54645,2763,83000
56849,33821,50665,204084
56850,11847,50665,2427
56851,59597,50667,204701
56852,34100,66609,10432
56853,47699,50668,60610
56854,44619,46702,47765
56855,40105,50669,58799
56856,5493,50669,68210
56857,35351,38537,55837
56858,74806,25180,56744
56859,54143,3746,19201
56860,62111,60673,9599
56861,40172,50672,44966
56862,204089,10496,69636
56863,56063,4483,67479
56864,61468,50673,69065
56865,10913,50674,11814
56866,55064,11139,4433
56867,35708,58902,12309
56868,55425,74852,47449
56869,11894,5042,200834
56870,1243,8571,201865
56871,62891,4349,6215
56872,48709,49273,204169
56873,39968,60317,35665
56874,71144,50678,52120
56875,48581,50679,3329
56876,76010,50679,202877
56877,76583,50680,27292
56878,61948,204659,69934
56879,54862,50681,20486
56880,34482,21698,61058
56881,68092,201048,44303
56882,51252,50682,40421
56883,54961,55823,26492
56884,50556,50683,4357
56885,60204,50684,66978
56886,62689,50684,73131
56887,70092,59432,39048
56888,203605,199266,67445
56889,4556,60052,40792
56890,29372,50686,19719
56891,70251,50687,32253
56892,204215,50687,201834
56893,62424,59377,48722
56894,61883,201100,201999
56895,54651,50689,10340
56896,8763,38702,57350
56897,54967,2050,55711
56898,712,49277,46170
56899,61025,50691,54238
56900,202215,7235,3017
56901,199015,3086,56475
56902,198936,45819,41587
56903,47098,9060,25852
56904,47589,50693,49690
56905,204318,50694,21374
56906,204621,50694,60788
56907,11999,45662,36363
56908,203991,46653,3292
56909,8241,50696,198837
56910,39457,41810,69916
56911,38583,43639,60370
56912,10456,50697,62123
56913,2638,47775,62964
56914,62609,50698,54542
56915,60753,50699,2702
56916,19014,34925,48944
56917,33694,68015,200569
56918,62000,33557,48006
56919,55030,9732,7079
56920,79053,50701,35230
56921,200999,50702,46030
56922,70875,63071,201606
56923,10544,50703,34408
56924,11916,199327,4109
56925,62724,50704,9343
56926,205247,50704,204072
56927,10010,17633,55956
56928,67614,50705,41219
56929,65987,61293,62449
56930,10336,50706,203557
56931,54279,201736,292
56932,60626,50707,203948
56933,40478,50709,201506
56934,199544,8662,7067
56935,40206,2016,56103
56936,57783,50710,46483
56937,204227,50711,56612
56938,49921,63110,10285
56939,33740,24252,58105
56940,43943,50712,200055
56941,66044,77833,9202
56942,36906,61879,198919
56943,62177,199666,20436
56944,204767,33200,41360
56945,35077,67052,4001
56946,6290,50715,2307
56947,202723,60580,69265
56948,201956,50716,201390
56949,60409,50717,9042
56950,204462,48529,2662
56951,9847,59085,910
56952,18939,9722,8319
56953,60370,27259,50846
56954,32754,1959,43885
56955,36147,56806,68639
56956,70205,54391,51023
56957,50951,35429,44548
56958,79737,203295,16682
56959,70412,45086,8441
56960,3277,57566,12268
56961,62415,50723,204180
56962,62543,50723,1520
56963,38760,36662,61134
56964,11155,50724,39814
56965,41622,50725,45963
56966,36646,50725,54461
56967,42239,50726,48965
56968,203278,1023,51846
56969,56574,77186,7401
56970,3771,10138,51994
56971,65491,10626,81457
56972,69154,50728,49291
56973,5578,40456,17696
56974,36403,51892,23543
56975,79707,46530,46213
56976,57440,32357,8774
56977,70948,70706,56521
56978,62799,50731,2845
56979,7305,202923,62000
56980,204742,32370,9260
56981,201024,46504,51811
56982,34575,50733,8205
56983,47747,50734,50223
56984,3676,50734,212
56985,69153,34741,9561
56986,60974,50735,33600
56987,8351,50736,25386
56988,51906,50736,9650
56989,48274,50737,32053
56990,70760,41903,61217
56991,200801,1101,10029
56992,51889,21747,62434
56993,77135,51369,47934
56994,62707,50739,47165
56995,36795,40559,846
56996,78468,21107,9602
56997,59563,50741,44620
56998,79688,50741,59184
56999,68839,43855,68843
57000,34992,47578,55180
57001,63440,10826,78431
57002,9632,55122,39678
57003,204949,50744,4358
57004,47907,50744,38917
57005,27543,50745,57226
57006,1432,50745,3267
57007,11184,55447,48125
57008,56480,50746,205168
57009,59450,50747,204854
57010,47706,39949,52145
57011,56503,50748,35945
57012,9024,1233,204086
57013,59743,50749,452
57014,4147,50749,12414
57015,66837,200767,74503
57016,56425,55518,33427
57017,199907,50751,63495
57018,204123,55762,51077
57019,9682,50752,205004
57020,73604,9710,177
57021,38134,61836,50039
57022,65544,200122,46703
57023,50926,50755,16395
57024,65227,50755,203709
57025,56210,50756,4091
57026,54248,50756,9301
57027,69458,40328,36782
57028,202002,17669,3095
57029,54591,50758,44846
57030,203165,50758,41658
57031,47498,50759,67585
57032,69245,44566,48035
57033,33766,44727,61362
57034,58807,1086,1846
57035,65907,81262,43834
57036,5031,40726,1967
57037,8556,49709,68881
57038,5585,47804,54915
57039,63421,5062,422
57040,201342,50763,203271
57041,61063,33280,47610
57042,4043,1228,202996
57043,39116,204846,39322
57044,2648,9134,55236
57045,201914,61862,29038
57046,54504,50766,202677
57047,6997,50767,45803
57048,61973,39699,54890
57049,10482,199256,61933
57050,58224,50768,17604
57051,10560,46935,200304
57052,55955,62161,57798
57053,65388,12181,34301
57054,10610,50770,55627
57055,50659,8573,200622
57056,204188,50771,50886
57057,22605,50772,10734
57058,36455,50772,24529
57059,46368,50773,6518
57060,199080,50773,36844
57061,203863,35359,1455
57062,55529,50775,45644
57063,805,78733,40547
57064,69650,77137,74417
57065,61956,42188,35118
57066,80237,33275,1511
57067,44698,199269,54548
57068,38970,50779,57957
57069,58997,74691,65905
57070,46354,43588,35345
57071,51120,50781,36123
57072,69067,199555,51150
57073,44683,45961,203802
57074,2338,38514,6071
57075,48967,58987,5275
57076,73922,50783,3388
57077,7532,4371,3353
57078,6624,50784,55629
57079,41881,18647,62113
57080,29053,36683,36929
57081,54280,205212,46057
57082,1702,58035,3646
57083,45986,22254,45419
57084,203567,43368,58378
57085,39576,202422,44285
57086,63025,54197,32096
57087,34369,50789,70857
57088,74097,56579,199982
57089,47517,48856,204262
57090,34246,2279,38550
57091,55918,50240,55678
57092,32207,203214,201690
57093,51130,34139,204594
57094,57111,50792,79939
57095,204929,39752,203056
57096,65915,50793,35782
57097,12226,54150,32276
57098,200724,70383,201392
57099,38251,33824,16606
57100,61348,56293,69192
57101,44952,2222,82821
57102,6671,73770,62733
57103,7375,73933,81497
57104,62595,42317,70193
57105,450,50798,60938
57106,7021,50798,39169
57107,3213,7615,70007
57108,72919,50799,10603
57109,203962,42332,62603
57110,36929,50800,200538
57111,32365,69395,17366
57112,51249,200979,43850
57113,33409,3358,54426
57114,3860,199334,60251
57115,199102,50803,77663
57116,61977,50803,48346
57117,54363,38375,46541
57118,70390,50804,281
57119,68602,39194,201239
57120,26600,6182,200733
57121,27288,51683,33127
57122,35093,50806,46719
57123,202802,200387,80492
57124,3053,63432,59746
57125,3647,50808,61034
57126,39006,50808,204438
57127,38358,7053,40948
57128,62972,61167,781
57129,77300,50810,4686
57130,25323,77056,68049
57131,61737,50811,201213
57132,67420,50811,1393
57133,199828,41957,33006
57134,3355,50812,39564
57135,46883,50813,56682
57136,62982,50813,73800
57137,4290,45562,7367
57138,56415,200237,80268
57139,47134,2148,4854
57140,83077,30356,33707
57141,34434,50816,50911
57142,56213,56708,60734
57143,63233,50817,60462
57144,40962,32032,25450
57145,49324,50818,201417
57146,49069,50818,34412
57147,5639,2209,1281
57148,47212,50819,6918
57149,38555,11070,61353
57150,1196,50820,34600
57151,36021,50821,69021
57152,8910,50821,29877
57153,10527,44164,79607
57154,46894,65600,28884
57155,62187,36325,56528
57156,4878,35878,10288
57157,6394,50824,65563
57158,205232,50824,35497
57159,40803,62684,203635
57160,10228,33573,79448
57161,7308,35684,198882
57162,11714,50827,41168
57163,47436,34754,65466
57164,34656,50828,43991
57165,30793,50829,34297
57166,46093,50829,44136
57167,198997,50830,55626
57168,43875,50830,732
57169,48216,1845,46303
57170,80052,39494,9484
57171,12237,61840,65501
57172,19059,23797,200155
57173,51503,39407,54289
57174,2496,35457,34910
57175,3444,41738,55645
57176,35411,201229,41101
57177,35190,50835,200252
57178,70190,50835,57727
57179,201542,5155,61081
57180,58627,10623,74533
57181,6577,39359,199596
57182,48974,50837,7203
57183,32851,50838,44526
57184,82960,6876,2857
57185,5060,74416,55315
57186,35329,50839,4911
57187,18273,59822,204644
57188,51492,9763,33019
57189,65272,50841,11316
57190,20734,75822,46735
57191,49154,30586,201925
57192,200797,50842,24588
57193,35106,61941,39954
57194,44918,19990,200577
57195,65951,50844,56244
57196,4850,50844,201695
57197,63005,49078,12403
57198,3531,50845,1846
57199,51274,202061,17799
57200,69599,43979,49768
57201,70756,199287,55873
57202,34387,35223,74987
57203,49818,35340,80317
57204,59674,1836,201022
57205,200983,3467,24485
57206,51336,50850,26656
57207,204868,4878,57315
57208,8518,202659,24262
57209,35343,50852,28888
57210,40085,63141,74962
57211,198858,61080,6788
57212,47167,50853,47718
57213,51399,38134,38620
57214,201116,50854,43539
57215,82863,47399,46495
57216,204687,33193,36917
57217,5234,50856,205285
57218,57204,2640,44640
57219,55550,61282,51021
57220,4461,6300,11322
57221,68468,50858,61041
57222,65878,50858,47434
57223,10706,50859,4488
57224,66894,50316,49089
57225,61242,22063,10096
57226,202198,50860,62598
57227,44394,5476,56574
57228,57296,50211,25669
57229,204084,3328,6172
57230,3125,50862,10630
57231,43526,67968,48064
57232,57177,50863,32594
57233,2730,41798,59356
57234,35360,50864,51753
57235,1371,33921,62207
57236,44542,50865,45765
57237,26836,6883,83072
57238,79725,69653,4056
57239,83018,40155,9137
57240,43760,34814,57570
57241,61365,35751,68089
57242,5353,11070,8581
57243,43452,50869,8877
57244,3442,63409,70127
57245,35319,80226,202071
57246,201554,36284,26423
57247,77958,60666,59973
57248,41637,50872,58116
57249,73786,6768,65448
57250,47108,5390,202083
57251,48875,50875,60384
57252,57415,2339,54932
57253,72740,50876,33539
57254,56041,55960,41661
57255,65677,49420,36041
57256,25343,50877,34340
57257,1360,38656,51109
57258,61254,30677,411
57259,51432,50879,11634
57260,204044,50879,6058
57261,9957,59779,34773
57262,24127,7036,4578
57263,41431,44509,202037
57264,204965,50881,38721
57265,201885,36320,199193
57266,27306,58853,4192
57267,49566,50883,5103
57268,36153,38579,82763
57269,44271,204492,29291
57270,8729,50884,36495
57271,50388,48423,39476
57272,200483,50885,61854
57273,204270,50886,44301
57274,688,50886,48132
57275,63008,54444,57711
57276,16762,5355,10845
57277,16602,50888,52199
57278,8778,200569,43432
57279,58863,3717,4026
57280,51474,50889,5088
57281,9598,50890,41200
57282,60514,54651,60630
57283,199386,41242,11182
57284,50209,50891,55581
57285,47837,50892,199920
57286,4901,50892,61662
57287,12123,46218,45123
57288,204622,40554,200502
57289,77153,69125,50785
57290,57328,44526,35140
57291,56677,60969,69580
57292,33311,50895,34764
57293,876,56072,2459
57294,9493,70689,49236
57295,11099,62346,49458
57296,25637,50897,60236
57297,45344,57928,49696
57298,667,12093,11599
57299,38687,58561,49347
57300,29131,50899,66005
57301,46878,50900,35213
57302,60567,40402,72636
57303,82507,52052,77355
57304,19774,50901,9963
57305,63366,22996,201589
57306,48381,5499,8262
57307,10324,75598,18843
57308,56913,50903,201810
57309,9963,54529,27547
57310,36590,32547,58390
57311,73051,21673,68555
57312,5170,41165,39758
57313,35548,43390,32479
57314,24445,58691,40984
57315,39300,50907,47253
57316,32556,2601,11827
57317,79993,57276,23241
57318,48365,50908,1264
57319,62199,62578,11879
57320,44673,11938,6756
57321,49274,50864,201934
57322,9296,50910,10812
57323,199556,40528,55370
57324,199849,201964,9914
57325,35016,28394,27597
57326,203171,202470,81341
57327,203818,8786,22229
57328,33312,50913,203783
57329,61360,50914,36919
57330,29509,50914,23592
57331,201101,50915,200568
57332,56626,10817,200838
57333,199162,50916,2240
57334,32202,50916,73720
57335,68948,50917,33323
57336,27390,83019,198820
57337,3569,50918,47948
57338,9280,50918,20853
57339,9339,8932,12152
57340,12278,50919,51518
57341,66214,542,62563
57342,44807,50920,60645
57343,63014,67641,59937
57344,35613,2856,68251
57345,48154,36479,198748
57346,35477,50922,80331
57347,31997,50924,32362
57348,199892,57885,66613
57349,73113,82896,82960
57350,63138,50925,28858
57351,33568,46649,50429
57352,46477,50926,47115
57353,28986,48484,48651
57354,59363,49283,8306
57355,51084,5345,9933
